"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15"
"2733";26;"Private,";113571;"HS-grad,";9;"Never-married,";"Transport-moving,";"Not-in-family,";"White,";"Male,";0;0;70;"United-States,";"<=50K"
"2734";30;"Private,";33688;"HS-grad,";9;"Never-married,";"Transport-moving,";"Unmarried,";"White,";"Female,";0;1669;70;"United-States,";"<=50K"
"2735";71;"?,";45801;"HS-grad,";9;"Married-civ-spouse,";"?,";"Husband,";"White,";"Male,";0;0;70;"United-States,";"<=50K"
"2736";34;"Private,";295855;"11th,";7;"Divorced,";"Other-service,";"Not-in-family,";"White,";"Female,";0;0;70;"United-States,";"<=50K"
"2737";28;"Private,";176683;"Assoc-voc,";11;"Married-civ-spouse,";"Tech-support,";"Husband,";"White,";"Male,";0;0;70;"United-States,";">50K"
"2738";45;"Private,";172960;"Some-college,";10;"Divorced,";"Protective-serv,";"Not-in-family,";"White,";"Male,";0;0;70;"United-States,";"<=50K"
"2739";53;"State-gov,";197184;"Masters,";14;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;70;"United-States,";">50K"
"2740";45;"Self-emp-not-inc,";28497;"Bachelors,";13;"Married-civ-spouse,";"Farming-fishing,";"Husband,";"White,";"Male,";0;1485;70;"United-States,";"<=50K"
"2741";46;"Local-gov,";167159;"Some-college,";10;"Married-civ-spouse,";"Protective-serv,";"Husband,";"White,";"Male,";0;0;70;"United-States,";">50K"
"2742";31;"Local-gov,";121055;"HS-grad,";9;"Married-civ-spouse,";"Craft-repair,";"Husband,";"White,";"Male,";0;0;70;"United-States,";"<=50K"
"2743";47;"Federal-gov,";168109;"HS-grad,";9;"Married-civ-spouse,";"Adm-clerical,";"Husband,";"White,";"Male,";0;0;70;"United-States,";"<=50K"
"2744";36;"Federal-gov,";210945;"Some-college,";10;"Married-civ-spouse,";"Adm-clerical,";"Husband,";"White,";"Male,";0;0;70;"United-States,";">50K"
"2745";25;"Private,";109390;"HS-grad,";9;"Never-married,";"Transport-moving,";"Own-child,";"White,";"Male,";0;0;70;"United-States,";"<=50K"
"2746";35;"Self-emp-not-inc,";171968;"HS-grad,";9;"Separated,";"Transport-moving,";"Not-in-family,";"White,";"Male,";0;0;70;"United-States,";"<=50K"
"2747";63;"Self-emp-not-inc,";28612;"HS-grad,";9;"Widowed,";"Sales,";"Not-in-family,";"White,";"Male,";0;0;70;"United-States,";"<=50K"
"2748";31;"State-gov,";207505;"Doctorate,";16;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";0;1977;70;"United-States,";">50K"
"2749";33;"Local-gov,";55921;"Assoc-voc,";11;"Never-married,";"Protective-serv,";"Not-in-family,";"White,";"Male,";0;0;70;"United-States,";"<=50K"
"2750";40;"Local-gov,";157240;"Bachelors,";13;"Divorced,";"Prof-specialty,";"Unmarried,";"White,";"Female,";0;0;70;"United-States,";"<=50K"
"2751";58;"Self-emp-not-inc,";118253;"HS-grad,";9;"Married-civ-spouse,";"Farming-fishing,";"Husband,";"White,";"Male,";0;0;70;"United-States,";"<=50K"
"2752";42;"State-gov,";39239;"Masters,";14;"Never-married,";"Prof-specialty,";"Not-in-family,";"White,";"Male,";0;0;70;"United-States,";"<=50K"
"2753";28;"Private,";141957;"Assoc-acdm,";12;"Married-civ-spouse,";"Tech-support,";"Husband,";"White,";"Male,";0;1887;70;"United-States,";"<=50K"
"2754";39;"Private,";237943;"Bachelors,";13;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";99999;0;70;"United-States,";">50K"
"2755";58;"Federal-gov,";319733;"HS-grad,";9;"Married-civ-spouse,";"Transport-moving,";"Husband,";"White,";"Male,";0;0;70;"United-States,";">50K"
"2756";49;"Self-emp-not-inc,";56841;"Bachelors,";13;"Married-civ-spouse,";"Farming-fishing,";"Husband,";"White,";"Male,";0;0;70;"United-States,";"<=50K"
"2757";50;"Local-gov,";191025;"Masters,";14;"Divorced,";"Exec-managerial,";"Not-in-family,";"White,";"Female,";4650;0;70;"United-States,";"<=50K"
"2758";43;"Private,";200355;"HS-grad,";9;"Married-civ-spouse,";"Transport-moving,";"Husband,";"White,";"Male,";0;0;70;"United-States,";"<=50K"
"2759";39;"Private,";115289;"Some-college,";10;"Divorced,";"Sales,";"Own-child,";"White,";"Male,";0;1380;70;"United-States,";"<=50K"
"2760";58;"?,";53481;"Bachelors,";13;"Married-civ-spouse,";"?,";"Husband,";"White,";"Male,";0;0;70;"United-States,";"<=50K"
"2761";49;"Local-gov,";304246;"Masters,";14;"Separated,";"Prof-specialty,";"Unmarried,";"White,";"Female,";0;0;70;"United-States,";"<=50K"
"2762";36;"Private,";145933;"HS-grad,";9;"Never-married,";"Exec-managerial,";"Not-in-family,";"White,";"Male,";0;2258;70;"United-States,";"<=50K"
"2763";29;"Self-emp-inc,";168221;"Bachelors,";13;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;1740;70;"United-States,";"<=50K"
"2764";46;"Private,";249935;"Doctorate,";16;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";0;0;70;"United-States,";">50K"
"2765";38;"Self-emp-not-inc,";342635;"Bachelors,";13;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";0;0;70;"United-States,";">50K"
"2766";30;"Private,";155781;"HS-grad,";9;"Married-civ-spouse,";"Craft-repair,";"Husband,";"White,";"Male,";0;0;70;"United-States,";"<=50K"
"2767";41;"Self-emp-not-inc,";100800;"Masters,";14;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";7298;0;70;"United-States,";"<=50K"
"2768";30;"Private,";162572;"Bachelors,";13;"Never-married,";"Exec-managerial,";"Not-in-family,";"White,";"Male,";0;0;70;"United-States,";"<=50K"
"2769";66;"Self-emp-inc,";179951;"Bachelors,";13;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;70;"United-States,";"<=50K"
"2770";35;"Private,";187119;"Some-college,";10;"Divorced,";"Exec-managerial,";"Not-in-family,";"White,";"Female,";0;0;70;"United-States,";"<=50K"
"2771";60;"Self-emp-not-inc,";106118;"HS-grad,";9;"Married-civ-spouse,";"Sales,";"Husband,";"White,";"Male,";0;0;70;"United-States,";"<=50K"
"2772";28;"Private,";145284;"HS-grad,";9;"Divorced,";"Transport-moving,";"Not-in-family,";"White,";"Male,";0;0;70;"United-States,";"<=50K"
"2773";51;"Local-gov,";155118;"Masters,";14;"Married-civ-spouse,";"Prof-specialty,";"Wife,";"White,";"Female,";0;0;70;"United-States,";">50K"
"2774";20;"Private,";39478;"Some-college,";10;"Never-married,";"Machine-op-inspct,";"Not-in-family,";"White,";"Male,";0;0;70;"United-States,";"<=50K"
"2775";28;"Self-emp-not-inc,";33363;"HS-grad,";9;"Married-civ-spouse,";"Farming-fishing,";"Husband,";"White,";"Male,";0;0;70;"United-States,";"<=50K"
"2776";49;"Self-emp-not-inc,";43348;"Doctorate,";16;"Never-married,";"Prof-specialty,";"Not-in-family,";"White,";"Male,";99999;0;70;"United-States,";">50K"
"2777";43;"Self-emp-inc,";240504;"Some-college,";10;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;70;"United-States,";"<=50K"
"2778";38;"Private,";276559;"HS-grad,";9;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";7688;0;70;"United-States,";"<=50K"
"2779";65;"?,";197883;"10th,";6;"Married-civ-spouse,";"?,";"Husband,";"White,";"Male,";0;0;70;"United-States,";"<=50K"
"2780";26;"Private,";222248;"HS-grad,";9;"Never-married,";"Craft-repair,";"Not-in-family,";"White,";"Male,";0;0;70;"United-States,";"<=50K"
"2781";34;"Self-emp-inc,";29254;"Some-college,";10;"Married-civ-spouse,";"Craft-repair,";"Husband,";"White,";"Male,";0;0;70;"United-States,";"<=50K"
"2782";49;"Private,";207677;"7th-8th,";4;"Divorced,";"Craft-repair,";"Not-in-family,";"White,";"Male,";0;0;70;"United-States,";"<=50K"
"2783";44;"Self-emp-inc,";118212;"Bachelors,";13;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";99999;0;70;"United-States,";">50K"
"2784";34;"Private,";111415;"HS-grad,";9;"Married-civ-spouse,";"Sales,";"Husband,";"White,";"Male,";0;0;70;"United-States,";">50K"
"2785";61;"Local-gov,";28375;"Masters,";14;"Divorced,";"Prof-specialty,";"Not-in-family,";"White,";"Female,";0;0;70;"United-States,";"<=50K"
"2786";35;"Private,";282951;"Bachelors,";13;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;70;"United-States,";">50K"
"2787";37;"Self-emp-not-inc,";82540;"9th,";5;"Married-civ-spouse,";"Transport-moving,";"Husband,";"White,";"Male,";0;0;70;"United-States,";"<=50K"
"2788";19;"Private,";105908;"HS-grad,";9;"Never-married,";"Handlers-cleaners,";"Other-relative,";"White,";"Male,";0;0;70;"United-States,";"<=50K"
"2789";35;"Private,";110538;"HS-grad,";9;"Divorced,";"Farming-fishing,";"Not-in-family,";"White,";"Male,";0;0;70;"United-States,";"<=50K"
"2790";28;"Private,";124680;"HS-grad,";9;"Never-married,";"Sales,";"Unmarried,";"White,";"Female,";0;0;70;"United-States,";"<=50K"
"2791";36;"Private,";185099;"HS-grad,";9;"Married-civ-spouse,";"Transport-moving,";"Husband,";"White,";"Male,";0;0;70;"United-States,";"<=50K"
"2792";27;"Self-emp-not-inc,";151402;"HS-grad,";9;"Married-civ-spouse,";"Farming-fishing,";"Husband,";"White,";"Male,";0;1573;70;"United-States,";"<=50K"
"2793";32;"Self-emp-not-inc,";134737;"Bachelors,";13;"Married-civ-spouse,";"Machine-op-inspct,";"Husband,";"White,";"Male,";0;0;70;"United-States,";"<=50K"
"2794";35;"Private,";149347;"HS-grad,";9;"Never-married,";"Craft-repair,";"Not-in-family,";"White,";"Male,";0;0;70;"United-States,";"<=50K"
"2795";46;"Self-emp-not-inc,";51271;"HS-grad,";9;"Married-civ-spouse,";"Farming-fishing,";"Husband,";"White,";"Male,";4386;0;70;"United-States,";"<=50K"
"2796";33;"Private,";212918;"Some-college,";10;"Never-married,";"Tech-support,";"Not-in-family,";"White,";"Male,";0;0;70;"United-States,";"<=50K"
"2797";40;"Self-emp-not-inc,";34007;"HS-grad,";9;"Married-civ-spouse,";"Farming-fishing,";"Husband,";"White,";"Male,";0;0;70;"United-States,";"<=50K"
"2798";48;"Private,";121253;"Bachelors,";13;"Married-spouse-absent,";"Sales,";"Unmarried,";"White,";"Female,";0;2472;70;"United-States,";"<=50K"
"2799";36;"Self-emp-inc,";166880;"HS-grad,";9;"Never-married,";"Other-service,";"Not-in-family,";"White,";"Female,";0;0;70;"United-States,";"<=50K"
"2800";33;"Private,";361497;"HS-grad,";9;"Never-married,";"Transport-moving,";"Not-in-family,";"White,";"Male,";0;0;70;"United-States,";"<=50K"
"2801";36;"Self-emp-not-inc,";34180;"HS-grad,";9;"Never-married,";"Farming-fishing,";"Not-in-family,";"White,";"Male,";0;0;70;"United-States,";"<=50K"
"2802";39;"Self-emp-not-inc,";194004;"HS-grad,";9;"Married-civ-spouse,";"Sales,";"Husband,";"White,";"Male,";0;0;70;"United-States,";"<=50K"
"2803";23;"Private,";386019;"9th,";5;"Never-married,";"Farming-fishing,";"Unmarried,";"White,";"Male,";0;0;70;"United-States,";"<=50K"
"2804";18;"Self-emp-inc,";101061;"11th,";7;"Never-married,";"Farming-fishing,";"Own-child,";"White,";"Male,";0;0;70;"United-States,";"<=50K"
"2805";38;"Private,";333651;"Bachelors,";13;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";15024;0;70;"United-States,";">50K"
"2806";41;"Self-emp-inc,";177905;"Bachelors,";13;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";7688;0;70;"United-States,";">50K"
"2807";40;"Private,";163342;"HS-grad,";9;"Never-married,";"Adm-clerical,";"Not-in-family,";"White,";"Female,";0;0;70;"United-States,";"<=50K"
"2808";43;"Private,";155106;"Assoc-acdm,";12;"Divorced,";"Craft-repair,";"Not-in-family,";"White,";"Male,";0;2444;70;"United-States,";"<=50K"
"2809";38;"Private,";185848;"Masters,";14;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";99999;0;70;"United-States,";">50K"
"2810";48;"Private,";120131;"HS-grad,";9;"Married-civ-spouse,";"Adm-clerical,";"Husband,";"White,";"Male,";0;0;70;"United-States,";"<=50K"
"2811";41;"Private,";146659;"Bachelors,";13;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";0;0;70;"United-States,";">50K"
"2812";28;"Private,";194200;"HS-grad,";9;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;70;"United-States,";"<=50K"
"2813";51;"Self-emp-not-inc,";134447;"HS-grad,";9;"Married-civ-spouse,";"Craft-repair,";"Husband,";"White,";"Male,";0;0;70;"United-States,";"<=50K"
"2814";62;"Self-emp-not-inc,";173631;"Some-college,";10;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;70;"United-States,";"<=50K"
"2815";48;"Self-emp-inc,";149218;"Bachelors,";13;"Married-civ-spouse,";"Farming-fishing,";"Husband,";"White,";"Male,";0;0;70;"United-States,";">50K"
"2816";30;"Private,";345522;"HS-grad,";9;"Married-civ-spouse,";"Transport-moving,";"Husband,";"White,";"Male,";3103;0;70;"United-States,";"<=50K"
"2817";52;"Self-emp-not-inc,";42984;"Prof-school,";15;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";0;0;70;"United-States,";">50K"
"2818";36;"Self-emp-inc,";102729;"Assoc-acdm,";12;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";0;0;70;"United-States,";">50K"
"2819";38;"Self-emp-not-inc,";109133;"Masters,";14;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;70;"United-States,";">50K"
"2820";54;"Private,";171924;"HS-grad,";9;"Married-civ-spouse,";"Transport-moving,";"Husband,";"White,";"Male,";0;0;70;"United-States,";">50K"
"2821";28;"Private,";180299;"HS-grad,";9;"Married-civ-spouse,";"Transport-moving,";"Husband,";"White,";"Male,";0;0;70;"United-States,";"<=50K"
"2822";38;"Private,";22245;"Masters,";14;"Married-civ-spouse,";"Transport-moving,";"Husband,";"White,";"Male,";0;0;72;"?,";"<=50K"
"2823";37;"Federal-gov,";129573;"Doctorate,";16;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";0;0;72;"?,";">50K"
"2824";41;"Self-emp-inc,";397280;"Bachelors,";13;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;72;"?,";">50K"
"2825";55;"Federal-gov,";174533;"Bachelors,";13;"Separated,";"Other-service,";"Unmarried,";"White,";"Female,";0;0;72;"?,";"<=50K"
"2826";45;"Private,";246891;"Bachelors,";13;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;72;"Canada,";">50K"
"2827";23;"Private,";204653;"HS-grad,";9;"Never-married,";"Handlers-cleaners,";"Not-in-family,";"White,";"Male,";0;0;72;"Dominican-Republic,";"<=50K"
"2828";32;"Private,";604506;"HS-grad,";9;"Married-civ-spouse,";"Transport-moving,";"Own-child,";"White,";"Male,";0;0;72;"Mexico,";">50K"
"2829";45;"Private,";229516;"HS-grad,";9;"Married-spouse-absent,";"Craft-repair,";"Not-in-family,";"White,";"Male,";0;0;72;"Mexico,";"<=50K"
"2830";32;"Private,";258406;"Some-college,";10;"Never-married,";"Craft-repair,";"Unmarried,";"White,";"Male,";0;0;72;"Mexico,";"<=50K"
"2831";37;"Private,";328466;"HS-grad,";9;"Married-civ-spouse,";"Craft-repair,";"Husband,";"White,";"Male,";0;0;72;"Mexico,";"<=50K"
"2832";26;"Private,";233777;"HS-grad,";9;"Married-civ-spouse,";"Craft-repair,";"Husband,";"White,";"Male,";0;0;72;"Mexico,";"<=50K"
"2833";55;"Self-emp-not-inc,";200939;"HS-grad,";9;"Married-civ-spouse,";"Transport-moving,";"Husband,";"White,";"Male,";0;0;72;"United-States,";"<=50K"
"2834";57;"Local-gov,";52267;"HS-grad,";9;"Married-civ-spouse,";"Transport-moving,";"Husband,";"White,";"Male,";0;0;72;"United-States,";"<=50K"
"2835";34;"Self-emp-inc,";80249;"Some-college,";10;"Married-civ-spouse,";"Farming-fishing,";"Husband,";"White,";"Male,";0;0;72;"United-States,";">50K"
"2836";33;"Self-emp-not-inc,";155343;"Some-college,";10;"Never-married,";"Farming-fishing,";"Not-in-family,";"White,";"Male,";0;0;72;"United-States,";"<=50K"
"2837";44;"Private,";193494;"Some-college,";10;"Married-civ-spouse,";"Transport-moving,";"Husband,";"White,";"Male,";0;0;72;"United-States,";"<=50K"
"2838";38;"Local-gov,";134444;"Some-college,";10;"Married-civ-spouse,";"Protective-serv,";"Husband,";"White,";"Male,";0;0;72;"United-States,";">50K"
"2839";24;"Local-gov,";252024;"Some-college,";10;"Married-civ-spouse,";"Protective-serv,";"Husband,";"White,";"Male,";0;0;72;"United-States,";"<=50K"
"2840";90;"Private,";87372;"Prof-school,";15;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";20051;0;72;"United-States,";">50K"
"2841";57;"Self-emp-not-inc,";192869;"HS-grad,";9;"Married-civ-spouse,";"Farming-fishing,";"Husband,";"White,";"Male,";0;0;72;"United-States,";"<=50K"
"2842";40;"Private,";96129;"HS-grad,";9;"Married-civ-spouse,";"Sales,";"Husband,";"White,";"Male,";0;0;72;"United-States,";">50K"
"2843";50;"Private,";237729;"HS-grad,";9;"Widowed,";"Sales,";"Not-in-family,";"White,";"Female,";0;2444;72;"United-States,";"<=50K"
"2844";29;"Self-emp-not-inc,";144063;"7th-8th,";4;"Married-civ-spouse,";"Farming-fishing,";"Husband,";"White,";"Male,";0;0;72;"United-States,";"<=50K"
"2845";46;"Self-emp-inc,";198660;"Bachelors,";13;"Married-civ-spouse,";"Sales,";"Husband,";"White,";"Male,";99999;0;72;"United-States,";">50K"
"2846";59;"Private,";195176;"Bachelors,";13;"Married-civ-spouse,";"Sales,";"Husband,";"White,";"Male,";0;0;72;"United-States,";">50K"
"2847";43;"Private,";216042;"Some-college,";10;"Divorced,";"Tech-support,";"Own-child,";"White,";"Female,";0;1617;72;"United-States,";"<=50K"
"2848";63;"Private,";203783;"HS-grad,";9;"Divorced,";"Prof-specialty,";"Not-in-family,";"White,";"Female,";0;0;72;"United-States,";"<=50K"
"2849";30;"State-gov,";234824;"HS-grad,";9;"Married-civ-spouse,";"Other-service,";"Wife,";"White,";"Female,";0;0;72;"United-States,";"<=50K"
"2850";30;"State-gov,";361497;"Bachelors,";13;"Married-civ-spouse,";"Protective-serv,";"Husband,";"White,";"Male,";0;0;72;"United-States,";">50K"
"2851";29;"Private,";196116;"Prof-school,";15;"Divorced,";"Prof-specialty,";"Own-child,";"White,";"Female,";2174;0;72;"United-States,";"<=50K"
"2852";34;"Federal-gov,";223267;"Some-college,";10;"Divorced,";"Protective-serv,";"Own-child,";"White,";"Male,";0;0;72;"United-States,";"<=50K"
"2853";67;"Local-gov,";103315;"Masters,";14;"Never-married,";"Exec-managerial,";"Other-relative,";"White,";"Female,";15831;0;72;"United-States,";">50K"
"2854";39;"Self-emp-not-inc,";187693;"HS-grad,";9;"Married-civ-spouse,";"Craft-repair,";"Husband,";"White,";"Male,";0;0;72;"United-States,";"<=50K"
"2855";29;"Private,";196971;"Bachelors,";13;"Never-married,";"Prof-specialty,";"Own-child,";"White,";"Female,";0;0;72;"United-States,";"<=50K"
"2856";55;"Self-emp-not-inc,";51499;"Some-college,";10;"Married-civ-spouse,";"Farming-fishing,";"Husband,";"White,";"Male,";0;0;72;"United-States,";"<=50K"
"2857";31;"Private,";188096;"Bachelors,";13;"Never-married,";"Prof-specialty,";"Not-in-family,";"White,";"Female,";0;0;72;"United-States,";"<=50K"
"2858";53;"Self-emp-not-inc,";291755;"Some-college,";10;"Married-civ-spouse,";"Transport-moving,";"Husband,";"White,";"Male,";0;0;72;"United-States,";"<=50K"
"2859";20;"Private,";42706;"Some-college,";10;"Never-married,";"Farming-fishing,";"Not-in-family,";"White,";"Male,";0;0;72;"United-States,";"<=50K"
"2860";45;"Private,";26502;"Bachelors,";13;"Married-civ-spouse,";"Craft-repair,";"Husband,";"White,";"Male,";0;0;72;"United-States,";"<=50K"
"2861";58;"Self-emp-not-inc,";143731;"HS-grad,";9;"Married-civ-spouse,";"Sales,";"Husband,";"White,";"Male,";0;0;72;"United-States,";"<=50K"
"2862";44;"Self-emp-not-inc,";33121;"Some-college,";10;"Married-civ-spouse,";"Farming-fishing,";"Husband,";"White,";"Male,";0;0;72;"United-States,";"<=50K"
"2863";37;"Self-emp-not-inc,";126738;"HS-grad,";9;"Married-civ-spouse,";"Farming-fishing,";"Husband,";"White,";"Male,";0;0;72;"United-States,";"<=50K"
"2864";30;"Private,";32008;"Bachelors,";13;"Never-married,";"Tech-support,";"Not-in-family,";"White,";"Female,";0;0;72;"United-States,";"<=50K"
"2865";69;"Self-emp-not-inc,";204645;"Some-college,";10;"Married-civ-spouse,";"Craft-repair,";"Husband,";"White,";"Male,";9386;0;72;"United-States,";"<=50K"
"2866";22;"?,";24008;"Some-college,";10;"Never-married,";"?,";"Own-child,";"White,";"Male,";0;0;72;"United-States,";"<=50K"
"2867";55;"Private,";162205;"HS-grad,";9;"Married-civ-spouse,";"Transport-moving,";"Husband,";"White,";"Male,";5178;0;72;"United-States,";"<=50K"
"2868";38;"Private,";43770;"Some-college,";10;"Separated,";"Other-service,";"Not-in-family,";"White,";"Female,";4650;0;72;"United-States,";"<=50K"
"2869";48;"State-gov,";353824;"HS-grad,";9;"Married-civ-spouse,";"Protective-serv,";"Husband,";"White,";"Male,";0;0;72;"United-States,";"<=50K"
"2870";48;"State-gov,";49595;"Masters,";14;"Divorced,";"Protective-serv,";"Not-in-family,";"White,";"Male,";0;0;72;"United-States,";"<=50K"
"2871";30;"Local-gov,";154950;"Bachelors,";13;"Married-civ-spouse,";"Protective-serv,";"Husband,";"White,";"Male,";0;0;72;"United-States,";"<=50K"
"2872";34;"Private,";198091;"HS-grad,";9;"Married-civ-spouse,";"Craft-repair,";"Husband,";"White,";"Male,";0;0;72;"United-States,";"<=50K"
"2873";39;"Local-gov,";249392;"Masters,";14;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";0;0;72;"United-States,";">50K"
"2874";58;"Self-emp-not-inc,";131991;"Bachelors,";13;"Never-married,";"Farming-fishing,";"Own-child,";"White,";"Male,";0;0;72;"United-States,";"<=50K"
"2875";40;"State-gov,";141858;"Prof-school,";15;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";0;0;72;"United-States,";">50K"
"2876";18;"?,";25837;"11th,";7;"Never-married,";"?,";"Own-child,";"White,";"Male,";0;0;72;"United-States,";"<=50K"
"2877";58;"Self-emp-not-inc,";234841;"HS-grad,";9;"Married-civ-spouse,";"Farming-fishing,";"Husband,";"White,";"Male,";0;0;72;"United-States,";"<=50K"
"2878";41;"Private,";45366;"HS-grad,";9;"Married-civ-spouse,";"Craft-repair,";"Husband,";"White,";"Male,";0;0;72;"United-States,";">50K"
"2879";43;"Private,";145711;"Some-college,";10;"Married-civ-spouse,";"Sales,";"Husband,";"White,";"Male,";0;0;72;"United-States,";">50K"
"2880";42;"Local-gov,";201495;"Some-college,";10;"Married-civ-spouse,";"Protective-serv,";"Husband,";"White,";"Male,";0;0;72;"United-States,";">50K"
"2881";55;"Private,";147653;"Bachelors,";13;"Divorced,";"Adm-clerical,";"Unmarried,";"White,";"Female,";0;0;73;"United-States,";"<=50K"
"2882";30;"Private,";206322;"HS-grad,";9;"Married-civ-spouse,";"Transport-moving,";"Husband,";"White,";"Male,";0;0;73;"United-States,";"<=50K"
"2883";72;"Self-emp-not-inc,";139889;"Some-college,";10;"Married-civ-spouse,";"Farming-fishing,";"Husband,";"White,";"Male,";0;0;74;"United-States,";"<=50K"
"2884";46;"Self-emp-not-inc,";110015;"7th-8th,";4;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;75;"Greece,";"<=50K"
"2885";47;"Self-emp-not-inc,";93208;"HS-grad,";9;"Married-civ-spouse,";"Other-service,";"Wife,";"White,";"Female,";0;0;75;"Italy,";"<=50K"
"2886";38;"Private,";407068;"5th-6th,";3;"Married-civ-spouse,";"Other-service,";"Husband,";"White,";"Male,";0;0;75;"Mexico,";"<=50K"
"2887";34;"Self-emp-not-inc,";312197;"HS-grad,";9;"Married-civ-spouse,";"Transport-moving,";"Husband,";"White,";"Male,";0;0;75;"Mexico,";"<=50K"
"2888";27;"Private,";419146;"5th-6th,";3;"Never-married,";"Other-service,";"Not-in-family,";"White,";"Male,";0;0;75;"Mexico,";"<=50K"
"2889";37;"Private,";123785;"HS-grad,";9;"Never-married,";"Other-service,";"Not-in-family,";"White,";"Male,";0;0;75;"United-States,";"<=50K"
"2890";30;"Self-emp-not-inc,";106742;"12th,";8;"Married-civ-spouse,";"Transport-moving,";"Husband,";"White,";"Male,";0;0;75;"United-States,";"<=50K"
"2891";49;"Private,";101320;"Masters,";14;"Divorced,";"Exec-managerial,";"Not-in-family,";"White,";"Female,";0;0;75;"United-States,";">50K"
"2892";35;"Self-emp-not-inc,";207568;"7th-8th,";4;"Married-civ-spouse,";"Farming-fishing,";"Husband,";"White,";"Male,";0;0;75;"United-States,";"<=50K"
"2893";67;"Self-emp-inc,";106175;"Bachelors,";13;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;2392;75;"United-States,";">50K"
"2894";47;"Private,";125892;"Some-college,";10;"Married-civ-spouse,";"Craft-repair,";"Husband,";"White,";"Male,";0;0;75;"United-States,";"<=50K"
"2895";31;"?,";226883;"HS-grad,";9;"Divorced,";"?,";"Own-child,";"White,";"Male,";0;0;75;"United-States,";"<=50K"
"2896";46;"Private,";185041;"HS-grad,";9;"Married-civ-spouse,";"Craft-repair,";"Husband,";"White,";"Male,";0;0;75;"United-States,";">50K"
"2897";51;"Self-emp-not-inc,";149220;"Some-college,";10;"Married-civ-spouse,";"Farming-fishing,";"Husband,";"White,";"Male,";0;0;75;"United-States,";"<=50K"
"2898";25;"Private,";91334;"Assoc-voc,";11;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;75;"United-States,";">50K"
"2899";33;"Private,";56701;"Bachelors,";13;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";15024;0;75;"United-States,";">50K"
"2900";39;"Private,";340091;"Some-college,";10;"Separated,";"Other-service,";"Unmarried,";"White,";"Female,";0;0;75;"United-States,";"<=50K"
"2901";57;"Private,";329792;"7th-8th,";4;"Divorced,";"Transport-moving,";"Unmarried,";"White,";"Male,";0;0;75;"United-States,";"<=50K"
"2902";26;"Self-emp-not-inc,";224361;"7th-8th,";4;"Married-civ-spouse,";"Transport-moving,";"Husband,";"White,";"Male,";0;0;75;"United-States,";"<=50K"
"2903";50;"Self-emp-inc,";321822;"Prof-school,";15;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";0;0;75;"United-States,";">50K"
"2904";49;"Private,";123584;"11th,";7;"Married-civ-spouse,";"Transport-moving,";"Husband,";"White,";"Male,";0;0;75;"United-States,";"<=50K"
"2905";24;"Self-emp-not-inc,";81145;"Some-college,";10;"Never-married,";"Other-service,";"Not-in-family,";"White,";"Female,";0;0;75;"United-States,";"<=50K"
